28.69578847;53.86338615;70.69767266;82.94091513;100.0689418;116.3032105;116.6983537;110.7555037;138.5789953;180.3393991
30.61815253;47.99425253;71.38691725;72.47988227;112.7992826;93.85057823;104.4025146;150.5148253;149.35455;195.1247759
30.25561599;56.44649587;70.29412755;91.94201071;96.62345447;113.3547985;123.7832737;163.9753977;157.467019;173.4587301
51.67204273;62.93948928;81.05695458;77.2226219;91.55175661;116.9050111;140.3542317;109.4731374;187.2732345;129.0678339
32.21515314;45.23374795;60.65637149;78.50909604;87.36302908;87.74309417;100.9472378;117.4127213;143.2769202;152.2041128
19.17853206;29.64153656;57.71113162;43.24349662;81.59966757;112.6080579;106.1385995;132.8364304;111.0353573;174.7211243
19.10647721;31.25902169;55.25697543;63.23101232;100.1493138;89.14923559;89.25296608;102.9362039;91.96513582;132.8385936
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
